Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
Halmahera Barat,0.000,0.234,1.737,0.172,0.354,-,1.437,0.011,0.007,0.151,0.059,0.046,0.000,0.003,0.044,0.007,0.056,0.005,0.137,0.046,0.034,0.140,0.008,0.000,0.117,0.073,0.045,0.030,0.020,0.074,0.026,0.276,0.004
Halmahera Tengah,0.000,0.147,2.562,0.153,0.794,-,1.582,0.043,0.042,0.449,0.069,0.092,0.003,0.035,0.053,0.010,0.094,0.012,0.348,0.108,0.051,0.015,0.028,0.015,0.338,0.241,0.122,0.057,0.052,0.181,0.035,0.732,0.003
Kepulauan Sula,0.000,0.504,3.620,0.090,0.100,-,1.218,0.007,0.002,0.130,0.078,0.028,0.000,0.008,0.054,0.019,0.039,0.009,0.378,0.042,0.029,0.000,0.001,0.062,0.279,0.048,0.095,0.010,0.015,0.175,0.023,0.616,0.003
Halmahera Selatan,0.000,0.011,1.994,0.086,0.474,-,0.862,0.009,0.008,0.347,0.014,0.150,0.001,0.001,0.150,0.005,0.037,0.001,0.162,0.113,0.013,0.013,0.000,0.009,0.375,0.034,0.025,0.015,0.042,0.136,0.004,0.649,0.003
Halmahera Utara,0.000,0.283,2.123,0.557,1.350,-,2.682,0.022,0.014,0.270,0.063,0.074,0.003,0.017,0.057,0.004,0.131,0.006,0.102,0.039,0.009,0.000,0.003,0.017,0.197,0.029,0.045,0.046,0.044,0.088,0.006,0.273,0.030
Halmahera Timur,0.000,0.067,1.846,0.139,0.723,-,1.722,0.019,0.075,0.189,0.081,0.063,0.002,0.017,0.086,0.017,0.122,0.014,0.139,0.048,0.057,0.014,0.003,0.006,1.024,0.157,0.065,0.034,0.024,0.152,0.022,0.442,0.002
Pulau Morotai,0.000,0.077,2.281,0.522,0.380,-,2.408,0.013,0.023,0.101,0.086,0.082,0.004,0.009,0.135,0.003,0.038,0.008,0.061,0.080,0.026,0.084,0.008,0.006,0.226,0.141,0.076,0.031,0.005,0.131,0.025,0.455,0.015
Pulau Taliabu,0.000,0.037,2.789,0.082,0.635,-,2.089,0.007,0.001,0.035,0.011,0.255,0.001,0.001,0.012,0.000,0.023,0.006,0.197,0.007,0.001,0.000,0.002,0.001,0.166,0.018,0.016,0.020,0.024,0.042,0.004,0.161,0.006
Kota Ternate,0.000,0.205,2.794,0.286,3.452,-,4.235,0.076,0.077,0.956,0.176,0.138,0.019,0.083,0.243,0.040,0.233,0.034,0.217,0.447,0.201,0.074,0.070,0.016,1.230,0.338,0.207,0.166,0.185,0.434,0.072,0.541,0.002
Kota Tidore Kepulauan,0.000,0.116,2.448,0.219,0.859,-,1.985,0.032,0.019,0.326,0.167,0.106,0.001,0.016,0.095,0.020,0.110,0.008,0.221,0.116,0.089,0.254,0.014,0.024,0.241,0.147,0.078,0.073,0.079,0.143,0.076,0.378,0.001
Fakfak,0.000,0.384,1.003,0.364,0.596,-,1.416,0.050,0.059,1.032,0.083,0.170,0.007,0.027,0.128,0.022,0.203,0.026,0.231,0.144,0.075,0.039,0.009,0.013,0.099,0.497,0.115,0.144,0.044,0.414,0.058,0.312,0.010
Kaimana,0.000,0.289,1.017,0.171,0.586,-,1.375,0.020,0.038,0.406,0.066,0.091,0.001,0.016,0.038,0.025,0.162,0.011,0.166,0.047,0.038,0.010,0.001,0.011,0.252,0.368,0.151,0.057,0.092,0.090,0.081,0.180,0.010
Teluk Wondama,0.000,0.319,0.655,0.656,1.029,-,2.803,0.035,0.034,1.095,0.084,0.002,0.001,0.016,0.017,0.004,0.252,0.024,0.520,0.036,0.032,0.153,0.017,0.039,0.281,0.529,0.079,0.222,0.319,0.366,0.083,0.379,0.031
Teluk Bintuni,0.000,0.242,0.704,0.523,0.940,-,1.503,0.018,0.051,0.697,0.053,0.324,0.000,0.016,0.133,0.022,0.314,0.029,0.314,0.189,0.143,0.086,0.001,0.070,0.405,0.719,0.196,0.344,0.129,0.371,0.048,0.240,0.006
Manokwari,0.000,0.665,0.933,0.285,1.130,-,2.032,0.106,0.107,0.757,0.101,0.233,0.017,0.030,0.124,0.053,0.386,0.061,0.264,0.094,0.098,0.196,0.022,0.217,0.328,0.857,0.339,0.308,0.255,0.490,0.120,0.269,0.018
Sorong Selatan,0.000,0.225,0.863,0.280,1.129,-,2.057,0.056,0.069,0.530,0.012,0.102,0.002,0.012,0.246,0.041,0.230,0.021,0.451,0.416,0.034,0.039,0.000,0.065,0.135,0.210,0.184,0.218,0.090,0.136,0.093,0.406,0.001
Sorong,0.000,0.203,0.642,0.377,1.342,-,1.755,0.066,0.137,0.885,0.018,0.087,0.017,0.044,0.049,0.058,0.234,0.018,0.149,0.090,0.061,0.071,0.041,0.619,0.168,0.203,0.270,0.177,0.132,0.117,0.095,0.382,0.003
Raja Ampat,0.000,0.540,1.239,0.697,1.182,-,1.604,0.016,0.017,0.443,0.049,0.172,0.010,0.012,0.137,0.022,0.130,0.024,0.219,0.137,0.053,0.007,0.021,0.058,0.131,0.300,0.156,0.167,0.122,0.175,0.043,0.310,0.004
Tambrauw,0.000,0.392,0.708,0.685,0.471,-,0.505,0.034,0.002,0.031,0.022,0.039,0.000,0.004,0.000,0.000,0.074,0.078,0.214,0.002,0.001,0.004,0.015,0.008,0.026,0.037,0.008,0.204,0.151,0.095,0.089,0.050,0.022
Maybrat,0.000,0.288,0.609,0.324,0.707,-,1.420,0.044,0.017,0.261,0.037,0.094,0.000,0.001,0.035,0.010,0.182,0.052,0.431,0.101,0.030,0.030,0.001,0.024,0.114,0.333,0.040,0.207,0.050,0.381,0.014,0.270,0.012
Manokwari Selatan,0.000,0.231,0.657,0.275,1.080,-,2.533,0.086,0.161,0.420,0.076,0.003,0.003,0.040,0.010,0.056,0.382,0.029,0.309,0.015,0.005,0.128,0.007,0.059,0.199,0.481,0.099,0.339,0.154,0.060,0.074,0.271,0.014
Pegunungan Arfak,0.000,0.034,0.601,0.323,0.231,-,0.883,0.003,0.002,0.069,0.009,0.001,0.000,0.004,0.000,0.000,0.028,0.012,0.187,0.000,0.000,0.000,0.000,0.009,0.068,0.039,0.000,0.082,0.033,0.028,0.000,0.013,0.000
Kota Sorong,0.000,0.465,1.177,0.377,1.505,-,1.722,0.060,0.082,1.142,0.159,0.133,0.009,0.033,0.194,0.028,0.311,0.021,0.395,0.297,0.162,0.026,0.075,0.373,0.185,0.396,0.457,0.129,0.056,0.226,0.079,0.596,0.004
Merauke,0.000,0.429,0.700,0.447,3.074,-,2.533,0.067,0.090,0.421,0.089,0.049,0.013,0.037,0.119,0.007,0.384,0.028,0.426,0.085,0.097,0.259,0.036,0.011,0.889,0.610,0.406,0.394,0.210,0.709,0.051,0.210,0.001
Jayawijaya,0.000,0.015,0.025,0.115,0.011,-,0.396,0.001,0.010,0.176,0.006,0.006,0.000,0.001,0.000,0.003,0.027,0.000,0.086,0.001,0.005,0.000,0.000,0.000,0.082,0.001,0.176,0.049,0.005,0.096,0.008,0.001,0.000
Jayapura,0.000,0.506,0.944,0.539,1.936,-,1.804,0.034,0.089,0.529,0.093,0.077,0.023,0.075,0.064,0.010,0.238,0.031,0.577,0.004,0.063,0.159,0.043,0.079,0.203,0.429,0.237,0.224,0.068,0.507,0.104,0.266,0.004
Nabire,0.000,0.388,0.576,0.136,0.792,-,2.131,0.074,0.105,0.168,0.121,0.354,0.035,0.047,0.260,0.014,0.269,0.032,0.317,0.097,0.057,0.079,0.027,0.007,0.098,0.222,0.183,0.356,0.086,0.157,0.028,0.047,0.000
Kepulauan Yapen,0.000,0.312,0.279,0.101,1.495,-,2.465,0.022,0.027,0.159,0.050,0.026,0.020,0.010,0.043,0.007,0.093,0.026,0.107,0.045,0.030,0.015,0.016,0.004,0.048,0.085,0.081,0.138,0.045,0.217,0.009,0.397,0.113
Biak Numfor,0.000,0.254,0.321,0.146,1.442,-,1.556,0.017,0.020,0.201,0.062,0.097,0.002,0.013,0.036,0.014,0.158,0.037,0.375,0.068,0.010,0.024,0.003,0.027,0.092,0.087,0.228,0.137,0.042,0.157,0.021,0.159,0.002
Paniai,0.000,0.000,0.005,0.000,0.313,-,1.073,0.000,0.000,0.002,0.002,0.059,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.059,0.000,0.000,0.000,0.000,0.022,0.000,0.024,0.001,0.000,0.000,0.000,0.000
Puncak Jaya,0.000,0.006,0.100,0.442,0.056,-,0.892,0.003,0.005,0.122,0.013,0.001,0.000,0.000,0.000,0.009,0.029,0.007,0.056,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.004,0.055,0.000,0.034,0.001,0.003,0.000
Mimika,0.000,0.724,1.049,0.285,0.947,-,2.546,0.050,0.107,0.586,0.162,0.041,0.003,0.024,0.033,0.039,0.342,0.038,0.177,0.064,0.091,0.032,0.037,0.036,0.078,0.363,0.529,0.226,0.138,0.326,0.059,0.399,0.005
Boven Digoel,0.000,0.138,0.487,0.179,1.786,-,1.452,0.050,0.069,0.109,0.117,0.231,0.002,0.030,0.159,0.027,0.172,0.034,0.215,0.117,0.128,0.022,0.030,0.028,0.859,0.370,0.204,0.294,0.133,0.136,0.074,0.068,0.001
Mappi,0.000,0.036,0.389,0.236,0.712,-,1.533,0.010,0.021,0.103,0.011,0.011,0.000,0.002,0.012,0.000,0.068,0.016,0.213,0.007,0.011,0.000,0.001,0.000,0.022,0.071,0.017,0.242,0.059,0.087,0.011,0.012,0.000
Asmat,0.000,0.041,0.582,0.445,0.355,-,3.266,0.030,0.018,0.088,0.017,0.003,0.000,0.001,0.008,0.014,0.019,0.002,0.445,0.000,0.006,0.006,0.011,0.006,0.016,0.410,0.002,0.462,0.239,0.111,0.010,0.024,0.000
Yahukimo,0.000,0.004,0.005,0.169,0.038,-,0.030,0.000,0.008,0.015,0.001,0.000,0.000,0.000,0.000,0.001,0.010,0.000,0.016,0.002,0.005,0.000,0.000,0.000,0.001,0.068,0.011,0.024,0.009,0.007,0.000,0.026,0.000
Pegunungan Bintang,0.000,0.024,0.433,0.899,0.401,-,0.703,0.018,0.016,0.045,0.008,0.070,0.000,0.017,0.011,0.015,0.014,0.073,0.722,0.003,0.014,0.002,0.000,0.012,0.002,0.002,0.023,0.040,0.032,0.190,0.007,0.003,0.000
Tolikara,0.000,0.018,0.035,0.278,0.075,-,0.156,0.004,0.001,0.030,0.004,0.021,0.000,0.000,0.009,0.000,0.006,0.007,0.183,0.002,0.013,0.000,0.003,0.000,0.028,0.038,0.004,0.060,0.003,0.047,0.001,0.000,0.000
Sarmi,0.000,0.555,0.772,0.375,1.010,-,1.705,0.074,0.037,0.211,0.063,0.121,0.003,0.033,0.058,0.023,0.239,0.053,0.156,0.087,0.064,0.033,0.057,0.017,0.029,0.113,0.160,0.225,0.099,0.207,0.092,0.027,0.008
Keerom,0.000,0.195,0.197,0.148,0.516,-,0.620,0.014,0.058,0.148,0.031,0.040,0.011,0.026,0.049,0.026,0.204,0.005,0.058,0.014,0.034,0.013,0.004,0.037,0.119,0.058,0.114,0.074,0.076,0.063,0.029,0.015,0.000
Waropen,0.000,0.560,1.035,0.380,0.430,-,2.090,0.008,0.033,0.042,0.068,0.179,0.009,0.010,0.046,0.028,0.135,0.012,0.040,0.033,0.041,0.005,0.000,0.000,0.020,0.247,0.082,0.215,0.103,0.168,0.001,0.005,0.078
Supiori,0.000,0.340,0.571,0.434,0.957,-,0.639,0.002,0.004,0.075,0.033,0.093,0.000,0.005,0.025,0.008,0.046,0.014,0.365,0.076,0.009,0.000,0.000,0.000,0.008,0.069,0.050,0.056,0.010,0.211,0.039,0.088,0.007
Mamberamo Raya,0.000,0.038,1.264,0.142,0.058,-,1.371,0.024,0.000,0.037,0.001,0.206,0.005,0.002,0.109,0.000,0.010,0.021,0.243,0.178,0.024,0.002,0.000,0.002,0.000,0.306,0.016,0.009,0.112,0.083,0.000,0.000,0.015
Nduga,0.000,0.000,0.003,0.189,0.002,-,0.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Lanny Jaya,0.000,0.000,0.003,0.679,0.007,-,0.004,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.016,0.000,0.000,0.000,0.000,0.000
Mamberamo Tengah,0.000,0.000,0.000,0.045,0.000,-,0.011,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.002,0.000,0.008,0.000,0.002,0.012,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.000
Yalimo,0.000,0.003,0.000,0.026,0.001,-,0.218,0.001,0.002,0.085,0.001,0.001,0.001,0.004,0.000,0.001,0.001,0.003,0.035,0.002,0.001,0.000,0.000,0.000,0.000,0.032,0.000,0.003,0.008,0.191,0.016,0.000,0.000
Puncak,0.000,0.012,0.157,0.201,0.006,-,0.774,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Dogiyai,0.000,0.153,0.145,0.427,0.444,-,0.763,0.008,0.017,0.157,0.024,0.103,0.003,0.004,0.023,0.002,0.036,0.010,0.073,0.006,0.027,0.002,0.000,0.000,0.002,0.105,0.023,0.052,0.005,0.102,0.005,0.000,0.000
Intan Jaya,0.000,0.036,0.114,0.000,0.000,-,0.383,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.025,0.000,0.000,0.000,0.000,0.000
Deiyai,0.000,0.000,0.000,0.001,0.213,-,0.237,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.022,0.000,0.000,0.000,0.000,0.014,0.000,0.004,0.000,0.000,0.000,0.000,0.000
Kota Jayapura,0.000,0.695,0.419,0.252,2.170,-,1.407,0.058,0.106,0.866,0.188,0.219,0.011,0.088,0.144,0.080,0.354,0.044,0.179,0.164,0.103,0.290,0.074,0.028,0.232,0.444,0.429,0.222,0.117,0.301,0.110,0.255,0.021
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Untuk satuan komoditas yang dimaksud, dapat dilihat pada kuesioner Survei Sosial Ekonomi Nasional (Susenas) Maret Modul Konsumsi dan Pengeluaran. Silahkan klik link di bawah ini
-Kuesioner Modul VSEN21.KP
-Kuesioner Modul VSEN20.KP
-Kuesioner Modul VSEN19.KP
-Kuesioner Modul VSEN18.KP

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Url: https://www.bps.go.id/indicator/5/2107/4/rata-rata-konsumsi-perkapita-seminggu-menurut-kelompok-makanan-dan-minuman-jadi-per-kabupaten-kota.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Access Time: November 24, 2023, 8:38 pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
