Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Kota Kotamobagu,0.000,0.158,1.389,0.352,2.131,-,2.226,0.046,0.114,0.834,0.224,0.030,0.001,0.025,0.355,0.021,0.435,0.024,0.322,0.599,0.122,0.820,0.168,0.017,0.115,0.223,0.270,0.098,0.259,0.315,0.190,0.141,0.001
Banggai Kepulauan,0.000,0.024,0.490,0.128,3.273,-,0.669,0.014,0.058,0.504,0.043,0.053,-,0.002,0.199,0.005,0.125,0.036,0.333,0.075,0.030,0.002,0.013,0.025,0.028,0.067,0.168,0.028,0.050,0.174,0.019,0.111,0.009
Banggai,0.000,0.065,0.330,0.434,1.571,-,1.166,0.021,0.078,0.289,0.045,0.120,0.004,0.016,0.211,0.016,0.152,0.022,0.410,0.126,0.082,0.031,0.009,0.173,0.082,0.055,0.237,0.044,0.131,0.403,0.077,0.038,0.001
Morowali,0.000,0.074,0.662,0.284,1.601,-,1.307,0.047,0.145,0.637,0.055,0.073,0.006,0.013,0.121,0.010,0.163,0.028,0.412,0.132,0.056,0.032,0.010,0.220,0.280,0.128,0.324,0.215,0.222,0.432,0.063,0.083,-
Poso,0.000,0.145,0.496,0.562,2.315,-,1.551,0.010,0.066,0.667,0.042,0.188,0.013,0.024,0.284,0.016,0.117,0.021,0.378,0.205,0.100,0.050,0.024,0.153,0.185,0.122,0.195,0.116,0.261,0.642,0.034,0.047,0.075
Donggala,0.000,0.198,0.423,0.297,2.312,-,2.054,0.019,0.069,0.365,0.064,0.087,0.002,0.006,0.168,0.011,0.109,0.039,0.229,0.039,0.047,0.076,0.006,0.387,0.230,0.075,0.084,0.105,0.256,0.336,0.025,0.152,0.002
Toli-Toli,0.000,0.051,0.301,0.458,2.440,-,1.024,0.011,0.064,0.640,0.109,0.113,0.003,0.011,0.216,0.015,0.103,0.099,0.789,0.153,0.100,0.118,0.020,0.153,0.059,0.071,0.144,0.066,0.208,0.376,0.046,0.067,0.002
Buol,0.000,0.087,0.595,0.326,2.188,-,1.475,0.008,0.038,0.148,0.035,0.114,0.000,0.010,0.148,0.008,0.069,0.049,0.416,0.160,0.081,0.013,0.013,0.333,0.190,0.086,0.319,0.081,0.307,0.256,0.036,0.047,0.001
Parigi Moutong,0.000,0.103,0.411,0.238,1.988,-,1.633,0.025,0.114,0.624,0.041,0.148,0.004,0.049,0.157,0.027,0.116,0.042,0.294,0.084,0.066,0.036,0.012,0.404,0.122,0.130,0.184,0.136,0.250,0.561,0.087,0.138,0.004
Tojo Una-Una,0.000,0.080,0.423,0.168,1.393,-,1.046,0.042,0.112,0.332,0.054,0.186,0.003,0.020,0.279,0.015,0.073,0.031,0.269,0.160,0.173,0.007,0.035,0.158,0.281,0.037,0.163,0.041,0.112,0.293,0.067,0.201,0.004
Sigi,0.000,0.231,0.746,0.532,1.407,-,1.426,0.033,0.084,0.564,0.041,0.260,0.005,0.026,0.209,0.011,0.102,0.048,0.574,0.238,0.231,0.219,0.008,0.222,0.134,0.078,0.078,0.130,0.127,0.584,0.075,0.103,0.056
Banggai Laut,0.000,0.082,1.341,0.141,2.973,-,1.460,0.031,0.053,0.244,0.064,0.047,0.006,0.006,0.143,0.002,0.123,0.023,0.551,0.077,0.055,0.006,0.009,0.069,0.097,0.030,0.133,0.014,0.016,0.166,0.035,0.357,0.000
Morowali Utara,0.000,0.134,0.671,0.550,1.199,-,1.163,0.009,0.078,0.358,0.044,0.066,0.001,0.037,0.080,0.013,0.185,0.055,0.550,0.122,0.080,0.053,0.013,0.179,0.270,0.163,0.262,0.059,0.174,0.553,0.110,0.071,0.040
Kota Palu,0.000,0.391,0.578,0.738,1.866,-,1.589,0.028,0.107,1.469,0.181,0.088,0.003,0.034,0.389,0.069,0.282,0.038,0.612,0.278,0.193,0.377,0.061,0.628,0.152,0.429,0.595,0.207,0.195,0.308,0.186,0.117,0.003
Kepulauan Selayar,0.000,0.088,1.298,0.323,4.439,-,1.479,0.007,0.054,0.133,0.147,0.813,0.002,0.007,0.326,0.020,0.433,0.065,0.370,0.635,0.124,0.098,0.009,0.018,0.255,0.205,0.310,0.150,0.088,0.887,0.035,0.091,0.004
Bulukumba,0.000,0.371,0.751,0.506,2.086,-,1.923,0.012,0.131,0.186,0.108,0.158,0.003,0.027,0.135,0.012,0.429,0.064,0.678,0.107,0.135,0.137,0.011,0.053,0.256,0.234,0.164,0.169,0.153,0.394,0.146,0.092,0.004
Bantaeng,0.000,0.158,0.819,1.288,1.675,-,2.050,0.036,0.062,0.377,0.118,0.091,0.006,0.020,0.093,0.012,0.485,0.083,1.059,0.104,0.061,0.016,0.029,0.188,0.263,0.252,0.029,0.318,0.115,0.328,0.051,0.055,0.002
Jeneponto,0.000,0.240,1.431,1.065,2.003,-,2.004,0.052,0.198,0.211,0.139,0.118,0.009,0.037,0.086,0.011,0.677,0.063,0.874,0.123,0.062,0.100,0.009,0.160,0.075,0.123,0.123,0.373,0.168,0.618,0.160,0.053,0.000
Takalar,0.000,0.263,1.152,0.588,1.823,-,1.989,0.021,0.072,0.173,0.069,0.336,0.006,0.094,0.130,0.025,0.847,0.101,0.754,0.305,0.136,0.125,0.006,0.064,0.170,0.233,0.119,0.211,0.326,0.405,0.143,0.100,0.005
Gowa,0.000,0.319,1.258,0.403,1.730,-,2.182,0.076,0.068,0.417,0.138,0.225,0.029,0.081,0.228,0.018,0.816,0.044,0.492,0.114,0.143,0.165,0.028,0.202,0.065,0.375,0.215,0.298,0.141,0.582,0.161,0.101,0.006
Sinjai,0.000,0.410,1.160,0.944,2.226,-,3.082,0.017,0.062,0.216,0.122,0.832,0.004,0.076,0.270,0.013,0.368,0.152,0.772,0.573,0.341,0.086,0.003,0.072,0.455,0.376,0.077,0.322,0.157,0.831,0.114,0.082,0.009
Maros,0.000,0.359,0.587,0.404,1.873,-,1.297,0.021,0.056,0.480,0.064,0.103,0.005,0.044,0.108,0.028,0.664,0.040,0.632,0.101,0.171,0.267,0.010,0.105,0.044,0.327,0.271,0.396,0.220,0.345,0.182,0.077,0.002
Pangkajene dan Kepulauan,0.000,0.561,1.176,0.710,2.548,-,2.375,0.087,0.111,0.285,0.130,0.158,0.003,0.044,0.119,0.025,0.627,0.126,0.990,0.060,0.108,0.292,0.035,0.307,0.176,0.144,0.308,0.157,0.180,0.760,0.112,0.271,0.002
Barru,0.000,0.167,0.761,0.622,1.588,-,1.928,0.016,0.057,0.210,0.061,0.024,0.001,0.016,0.049,0.007,0.408,0.058,0.569,0.017,0.013,0.113,0.001,0.124,0.076,0.066,0.181,0.098,0.035,0.311,0.048,0.122,-
Bone,0.000,0.126,0.983,1.010,1.037,-,1.535,0.018,0.051,0.492,0.035,0.022,0.001,0.014,0.019,0.015,0.360,0.030,0.931,0.016,0.048,0.205,0.018,0.109,0.022,0.113,0.195,0.227,0.064,0.283,0.078,0.052,-
Soppeng,0.000,0.204,1.214,0.620,1.367,-,1.227,0.016,0.043,0.674,0.069,0.039,0.000,0.050,0.079,0.024,0.283,0.054,0.553,0.024,0.029,0.033,0.005,0.097,0.113,0.348,0.106,0.068,0.096,0.706,0.091,0.130,0.005
Wajo,0.000,0.289,1.206,0.636,1.985,-,1.853,0.027,0.088,0.840,0.099,0.013,0.002,0.026,0.061,0.016,0.405,0.045,0.537,0.079,0.050,0.148,0.009,0.321,0.078,0.165,0.218,0.533,0.133,0.625,0.148,0.162,-
Sidenreng Rappang,0.000,0.357,1.562,0.800,2.256,-,2.792,0.065,0.101,0.937,0.176,0.108,0.002,0.047,0.158,0.035,0.536,0.090,0.718,0.116,0.131,0.266,0.027,0.879,0.139,0.237,0.255,0.331,0.255,1.096,0.099,0.236,0.001
Pinrang,0.000,0.243,2.112,0.637,2.202,-,3.183,0.042,0.080,0.772,0.102,0.067,0.002,0.049,0.070,0.013,0.395,0.040,0.520,0.063,0.113,0.143,0.012,0.183,0.015,0.118,0.204,0.261,0.113,0.495,0.109,0.252,0.003
Enrekang,0.000,0.226,1.272,0.259,1.945,-,2.257,0.020,0.030,0.966,0.064,0.146,0.001,0.012,0.119,0.008,0.356,0.034,0.222,0.080,0.082,0.116,0.007,0.148,0.023,0.173,0.052,0.132,0.114,0.508,0.197,0.215,0.001
Luwu,0.000,0.152,1.130,0.367,1.201,-,1.471,0.033,0.083,0.550,0.056,0.093,0.012,0.012,0.100,0.005,0.283,0.036,0.440,0.118,0.046,0.047,0.019,0.370,0.163,0.117,0.157,0.184,0.129,0.372,0.112,0.174,0.012
Tana Toraja,0.000,0.042,0.409,0.254,0.665,-,0.857,0.027,0.011,0.738,0.036,0.229,0.006,0.001,0.042,0.002,0.126,0.046,0.217,0.050,0.076,0.024,0.001,0.012,0.060,0.088,0.029,0.013,0.032,0.903,0.061,0.028,0.273
Luwu Utara,0.000,0.095,1.056,0.522,0.966,-,1.134,0.020,0.104,0.072,0.035,1.038,0.019,0.077,0.719,0.011,0.238,0.040,0.727,0.467,0.278,0.076,0.005,0.350,0.074,0.158,0.091,0.248,0.119,0.448,0.074,0.160,0.018
Luwu Timur,0.000,0.427,0.802,0.344,1.285,-,1.028,0.035,0.173,0.376,0.059,0.072,0.004,0.031,0.114,0.024,0.263,0.035,0.693,0.060,0.142,0.200,0.020,0.269,0.032,0.153,0.228,0.153,0.109,0.450,0.115,0.137,0.002
Toraja Utara,0.000,0.069,0.372,0.399,1.389,-,1.084,0.030,0.009,0.553,0.021,0.090,0.000,0.005,0.046,0.002,0.145,0.019,0.302,0.024,0.035,0.119,0.002,0.020,0.053,0.111,0.018,0.171,0.058,0.774,0.050,0.020,0.154
Kota Makasar,0.000,0.733,0.987,0.455,2.320,-,2.055,0.127,0.137,0.623,0.265,0.158,0.032,0.108,0.214,0.089,0.815,0.069,0.489,0.170,0.300,0.325,0.114,0.133,0.242,0.489,0.443,0.268,0.333,0.396,0.235,0.080,0.003
Kota Parepare,0.000,0.352,1.181,0.728,3.503,-,3.346,0.080,0.079,1.196,0.236,0.222,0.004,0.107,0.373,0.084,0.609,0.113,0.632,0.256,0.275,0.334,0.058,0.111,0.377,0.631,0.397,0.503,0.151,0.518,0.141,0.398,0.005
Kota Palopo,0.000,0.296,1.151,0.382,1.772,-,1.695,0.067,0.125,1.398,0.096,0.298,0.004,0.041,0.327,0.034,0.419,0.034,0.259,0.189,0.180,0.063,0.039,0.431,0.258,0.398,0.167,0.491,0.199,0.580,0.147,0.245,0.014
Buton,0.000,0.219,2.902,0.324,2.003,-,1.954,0.144,0.045,0.089,0.025,0.114,0.006,0.010,0.188,0.001,0.066,0.050,0.466,0.120,0.035,0.011,0.004,0.045,0.194,0.159,0.035,0.279,0.176,0.111,0.122,0.068,0.003
Muna,0.000,0.050,2.798,0.578,1.733,-,2.045,0.020,0.017,0.466,0.012,0.147,0.003,0.015,0.055,0.009,0.136,0.011,0.868,0.043,0.032,0.003,0.002,0.120,0.177,0.171,0.077,0.277,0.220,0.180,0.138,0.300,0.019
Konawe,0.000,0.101,1.024,0.581,2.353,-,2.230,0.031,0.122,0.463,0.034,0.085,0.005,0.038,0.057,0.011,0.185,0.048,0.480,0.040,0.066,0.133,0.005,0.205,0.047,0.208,0.185,0.233,0.123,0.290,0.121,0.141,0.014
Kolaka,0.000,0.220,0.801,1.011,2.051,-,2.309,0.049,0.150,0.341,0.103,0.057,0.008,0.035,0.052,0.020,0.471,0.073,1.373,0.056,0.054,0.132,0.005,0.301,0.099,0.225,0.214,0.225,0.198,0.676,0.149,0.084,0.003
Konawe Selatan,0.000,0.069,1.272,0.490,2.015,-,2.322,0.026,0.140,0.379,0.037,0.097,0.014,0.013,0.091,0.004,0.184,0.030,0.786,0.074,0.055,0.057,0.001,0.250,0.058,0.114,0.222,0.427,0.241,0.515,0.070,0.072,0.002
Bombana,0.000,0.049,1.691,0.743,1.226,-,1.351,0.009,0.101,0.367,0.020,0.311,0.016,0.009,0.219,0.004,0.232,0.038,0.686,0.161,0.064,0.102,0.002,0.198,0.060,0.173,0.271,0.357,0.250,0.285,0.050,0.171,0.007
Wakatobi,0.000,0.179,3.730,0.488,1.416,-,1.619,0.058,0.036,0.200,0.044,0.222,0.003,0.008,0.263,0.003,0.085,0.013,0.378,0.235,0.067,0.030,0.000,0.018,0.314,0.132,0.120,0.062,0.037,0.250,0.041,0.287,0.001
Kolaka Utara,0.000,0.184,1.599,0.393,2.197,-,2.506,0.062,0.169,0.583,0.104,0.036,0.002,0.066,0.057,0.033,0.370,0.040,0.797,0.038,0.043,0.135,0.019,0.149,0.032,0.179,0.214,0.482,0.146,0.424,0.116,0.135,0.004
Buton Utara,0.000,0.059,2.251,0.338,1.997,-,1.924,0.061,0.038,0.339,0.015,0.041,0.003,0.003,0.106,0.005,0.043,0.049,0.751,0.065,0.040,0.037,0.001,0.041,0.199,0.095,0.161,0.257,0.135,0.116,0.053,0.217,0.007
Konawe Utara,0.000,0.106,0.612,0.385,1.733,-,1.398,0.010,0.059,0.783,0.048,0.144,0.001,0.023,0.107,0.003,0.151,0.078,0.228,0.087,0.062,0.160,0.006,0.186,0.192,0.312,0.177,0.323,0.236,0.375,0.097,0.116,0.025
Kolaka Timur,0.000,0.043,0.558,0.383,1.536,-,1.319,0.008,0.174,0.192,0.012,0.314,0.002,0.020,0.223,0.007,0.146,0.010,0.580,0.104,0.143,0.144,0.001,0.072,0.444,0.146,0.079,0.272,0.152,0.237,0.055,0.073,0.007
Konawe Kepulauan,0.000,0.092,1.153,0.475,1.999,-,1.487,0.033,0.036,0.368,0.026,0.151,0.005,0.004,0.113,0.003,0.082,0.108,0.322,0.106,0.012,0.040,0.001,0.146,0.038,0.208,0.085,0.115,0.132,0.649,0.048,0.181,0.002
Muna Barat,0.000,0.058,2.309,0.597,1.202,-,1.748,0.047,0.034,0.340,0.009,0.041,0.010,0.006,0.036,0.001,0.053,0.026,0.642,0.029,0.011,0.016,0.001,0.073,0.109,0.117,0.033,0.325,0.104,0.127,0.028,0.301,0.082
Buton Tengah,0.000,0.150,4.238,0.609,2.044,-,2.950,0.106,0.041,0.186,0.083,0.239,0.001,0.004,0.349,0.001,0.133,0.060,0.726,0.309,0.011,0.004,0.001,0.155,0.214,0.253,0.090,0.207,0.146,0.412,0.132,1.026,0.003
Buton Selatan,0.000,0.131,3.053,0.748,1.409,-,2.604,0.083,0.008,0.155,0.041,0.250,0.003,0.002,0.201,0.001,0.110,0.053,0.740,0.149,0.029,0.001,0.000,0.101,0.272,0.165,0.012,0.219,0.141,0.238,0.081,0.264,0.004
Kota Kendari,0.000,0.381,1.194,0.686,2.629,-,2.629,0.040,0.101,0.420,0.129,0.511,0.003,0.044,0.448,0.020,0.309,0.045,0.891,0.430,0.310,0.234,0.042,0.143,0.237,0.405,0.514,0.290,0.212,0.223,0.097,0.165,0.005
Kota Baubau,0.000,0.339,3.339,0.336,0.918,-,1.847,0.018,0.029,0.698,0.051,0.072,0.001,0.033,0.112,0.021,0.142,0.019,0.401,0.105,0.105,0.025,0.007,0.023,0.282,0.313,0.278,0.144,0.198,0.182,0.142,0.137,0.008
Boalemo,0.000,0.060,0.464,0.299,1.836,-,1.811,0.035,0.051,0.784,0.074,0.185,0.004,0.028,0.136,0.008,0.157,0.016,0.740,0.221,0.056,0.029,0.026,0.123,0.028,0.145,0.227,0.088,0.519,0.123,0.144,0.187,0.050
Gorontalo,0.000,0.195,0.644,0.344,2.276,-,2.281,0.131,0.058,0.521,0.115,0.422,0.027,0.037,0.238,0.024,0.202,0.040,0.670,0.295,0.156,0.016,0.025,0.083,0.076,0.155,0.215,0.052,0.356,0.199,0.102,0.208,0.021
Pohuwato,0.000,0.138,0.499,0.336,1.455,-,1.353,0.055,0.067,0.919,0.102,0.167,0.002,0.043,0.114,0.020,0.114,0.023,0.535,0.185,0.095,0.035,0.034,0.216,0.137,0.161,0.459,0.065,0.487,0.213,0.087,0.102,0.020
Bone Bolango,0.000,0.173,0.854,0.233,2.272,-,2.052,0.160,0.073,0.336,0.230,0.684,0.006,0.045,0.171,0.025,0.182,0.082,0.257,0.203,0.218,0.041,0.045,0.142,0.082,0.316,0.245,0.117,0.370,0.321,0.119,0.244,0.015
Gorontalo Utara,0.000,0.048,0.405,0.334,2.073,-,1.876,0.044,0.019,0.796,0.105,0.195,-,0.020,0.164,0.001,0.115,0.015,0.366,0.212,0.087,0.011,0.012,0.068,0.043,0.092,0.303,0.117,0.388,0.372,0.079,0.167,0.042
Kota Gorontalo,0.000,0.249,0.650,0.253,1.924,-,1.628,0.056,0.080,1.162,0.138,0.214,0.001,0.044,0.213,0.032,0.135,0.036,0.386,0.267,0.187,0.072,0.042,0.121,0.338,0.420,0.416,0.101,0.258,0.246,0.152,0.112,0.000
Majene,0.000,0.170,0.959,0.667,2.234,-,1.070,0.005,0.056,0.535,0.113,0.119,0.048,0.003,0.171,0.017,0.220,0.044,1.152,0.116,0.042,0.038,0.002,0.144,0.494,0.101,0.242,0.218,0.068,0.502,0.081,0.054,0.003
Polewali Mandar,0.000,0.246,1.062,0.640,1.689,-,2.185,0.009,0.062,0.443,0.136,0.355,0.024,0.024,0.210,0.014,0.254,0.060,0.978,0.277,0.121,0.105,0.005,0.180,0.177,0.114,0.073,0.155,0.146,0.752,0.068,0.106,0.000
Mamasa,0.000,0.058,0.778,0.226,0.239,-,0.435,0.001,0.017,0.361,0.037,0.302,0.002,0.000,0.122,-,0.058,0.060,0.291,0.209,0.032,0.040,-,0.020,0.041,0.041,0.002,0.012,0.022,0.790,0.011,0.021,0.045
Mamuju,0.000,0.085,0.700,0.171,1.055,-,0.793,0.002,0.059,0.219,0.054,0.096,0.003,0.017,0.063,0.006,0.119,0.021,0.490,0.048,0.067,0.046,0.003,0.111,0.037,0.061,0.111,0.196,0.049,0.346,0.050,0.116,0.026
Mamuju Utara,0.000,0.209,0.788,0.393,1.990,-,1.423,0.014,0.107,0.280,0.034,0.098,0.010,0.018,0.096,0.022,0.317,0.011,0.887,0.052,0.039,0.045,0.005,0.199,0.073,0.095,0.375,0.169,0.086,0.296,0.118,0.145,-
Mamuju Tengah,0.000,0.067,0.551,0.519,1.567,-,0.890,0.013,0.124,0.630,0.081,0.058,0.014,0.037,0.050,0.011,0.222,0.032,0.904,0.021,0.054,0.059,0.004,0.129,0.050,0.145,0.178,0.347,0.136,0.480,0.073,0.071,0.003
Maluku Tenggara Barat,0.000,0.480,4.216,0.186,0.161,-,1.617,0.021,0.019,0.106,0.072,0.018,0.002,0.008,0.019,0.004,0.032,0.018,0.171,0.040,0.004,0.004,0.004,0.003,0.035,0.090,0.079,0.017,0.066,0.088,0.022,0.138,0.017
Maluku Tenggara,0.000,0.111,4.619,0.190,0.206,-,1.147,0.028,0.006,0.153,0.039,0.116,0.000,0.020,0.117,0.013,0.048,0.020,0.091,0.174,0.019,0.010,0.013,0.004,0.180,0.110,0.118,0.089,0.149,0.143,0.026,0.220,0.002
Maluku Tengah,0.000,0.227,4.756,0.095,0.457,-,2.347,0.019,0.030,0.353,0.192,0.074,0.007,0.019,0.143,0.005,0.080,0.012,0.164,0.112,0.020,0.011,0.022,0.023,0.460,0.059,0.115,0.035,0.048,0.064,0.104,0.225,0.004
Buru,0.000,0.288,3.231,0.211,0.362,-,2.032,0.034,0.080,0.381,0.062,0.063,0.002,0.049,0.105,0.027,0.168,0.024,0.201,0.057,0.015,0.048,0.005,0.028,0.141,0.088,0.161,0.063,0.203,0.136,0.022,0.293,0.004
Kepulauan Aru,0.000,0.231,2.901,0.050,0.473,-,2.032,0.002,0.033,0.187,0.079,0.057,0.008,0.015,0.011,0.007,0.046,0.002,0.226,0.010,0.035,-,0.004,0.000,0.132,0.083,0.056,0.083,0.115,0.224,0.024,0.106,0.010
Seram Bagian Barat,0.000,0.404,4.565,0.134,0.257,-,2.076,0.002,0.026,0.151,0.091,0.052,0.004,0.021,0.074,0.002,0.073,0.023,0.144,0.042,0.008,0.002,0.021,0.004,0.840,0.053,0.022,0.089,0.036,0.102,0.027,0.325,0.013
Seram Bagian Timur,0.000,0.088,3.441,0.184,0.477,-,1.996,0.019,0.018,0.348,0.025,0.031,0.000,0.008,0.052,0.025,0.053,0.014,0.125,0.039,0.004,0.045,0.002,0.001,3.425,0.038,0.050,0.053,0.036,0.272,0.023,0.721,0.007
Maluku Barat Daya,0.000,0.126,3.464,0.173,0.239,-,0.894,0.014,0.002,0.078,0.020,0.130,0.001,0.005,0.118,-,0.048,0.015,0.084,0.078,0.058,0.015,0.000,0.001,0.015,0.081,0.059,0.038,0.122,0.196,0.021,0.201,0.048
Buru Selatan,0.000,0.247,3.896,0.100,0.214,-,1.382,0.007,0.002,0.037,0.036,0.043,0.001,0.018,0.065,0.007,0.033,0.005,0.104,0.047,0.027,0.007,0.001,0.001,0.097,0.021,0.052,0.014,0.081,0.059,0.013,0.351,0.020
Kota Ambon,0.000,1.017,3.601,0.432,0.692,-,2.622,0.038,0.044,0.815,0.121,0.075,0.033,0.085,0.300,0.060,0.267,0.040,0.366,0.257,0.094,0.140,0.063,0.028,0.411,0.468,0.261,0.162,0.184,0.371,0.176,0.242,0.017
Kota Tual,0.000,0.073,4.129,0.205,0.353,-,1.140,0.028,0.020,0.175,0.053,0.063,-,0.039,0.061,0.020,0.087,0.008,0.070,0.086,0.025,0.001,0.007,0.002,0.086,0.161,0.182,0.247,0.287,0.162,0.021,0.246,0.001
Halmahera Barat,0.000,0.088,1.501,0.196,0.652,-,0.920,0.013,0.014,0.185,0.064,0.056,-,0.008,0.087,0.006,0.053,0.002,0.150,0.061,0.034,0.093,0.007,0.005,0.003,0.034,0.059,0.035,0.047,0.089,0.020,0.144,0.017
Halmahera Tengah,0.000,0.222,1.860,0.086,0.473,-,1.221,0.020,0.053,0.374,0.026,0.215,0.002,0.009,0.158,0.000,0.038,0.003,0.321,0.047,0.148,0.003,0.009,0.042,0.066,0.149,0.111,0.088,0.088,0.253,0.018,0.404,0.012
Kepulauan Sula,0.000,0.021,3.200,0.058,0.218,-,1.002,0.002,0.006,0.156,0.053,0.171,0.001,0.006,0.058,0.002,0.054,0.005,0.131,0.027,0.010,-,0.004,0.058,0.012,0.059,0.117,0.001,0.002,0.010,0.008,0.488,0.007
Halmahera Selatan,0.000,0.187,2.300,0.109,0.286,-,1.330,0.020,0.007,0.338,0.040,0.120,0.001,0.007,0.148,0.002,0.048,0.004,0.223,0.120,0.014,0.017,0.004,0.014,0.371,0.054,0.028,0.031,0.036,0.267,0.002,0.600,0.002
Halmahera Utara,0.000,0.208,2.031,0.343,1.333,-,1.586,0.044,0.022,0.155,0.118,0.043,0.008,0.020,0.080,0.025,0.141,0.027,0.196,0.086,0.039,0.044,0.014,0.037,0.007,0.074,0.114,0.039,0.029,0.153,0.023,0.346,0.015
Halmahera Timur,0.000,0.100,2.068,0.124,0.515,-,1.325,0.051,0.043,0.303,0.036,0.118,0.000,0.026,0.112,0.006,0.119,0.039,0.203,0.056,0.081,0.407,0.002,0.008,0.034,0.043,0.171,0.076,0.038,0.161,0.056,0.546,0.015
Pulau Morotai,0.000,0.251,2.316,0.389,0.529,-,2.177,0.020,0.017,0.175,0.056,0.029,-,0.009,0.099,0.013,0.063,0.031,0.154,0.130,0.043,0.138,0.011,0.029,0.005,0.101,0.136,0.036,0.062,0.186,0.077,0.375,0.006
Pulau Taliabu,0.000,0.011,2.852,0.034,0.148,-,0.521,0.006,0.002,0.114,0.016,0.014,-,-,0.015,0.001,0.011,0.001,0.173,0.005,0.001,0.004,0.001,0.004,0.173,0.009,0.022,0.004,0.003,0.018,0.000,0.260,0.003
Kota Ternate,0.000,0.249,3.130,0.482,3.825,-,3.936,0.072,0.099,0.863,0.234,0.129,0.022,0.061,0.235,0.059,0.189,0.016,0.235,0.408,0.277,0.093,0.062,0.026,0.649,0.311,0.265,0.118,0.147,0.325,0.116,0.238,0.000
Kota Tidore Kepulauan,0.000,0.129,3.383,0.408,1.130,-,1.757,0.033,0.036,0.314,0.164,0.142,0.006,0.027,0.110,0.030,0.117,0.007,0.255,0.124,0.135,0.382,0.016,0.012,0.078,0.161,0.130,0.044,0.098,0.140,0.041,0.397,-
Fakfak,0.000,0.362,0.642,0.286,0.683,-,1.564,0.039,0.029,0.424,0.034,0.167,0.002,0.025,0.164,0.024,0.156,0.019,0.289,0.226,0.058,0.040,0.008,0.027,0.079,0.293,0.119,0.229,0.142,0.333,0.074,0.122,0.009
Kaimana,0.000,0.138,1.089,0.132,0.411,-,1.012,0.012,0.032,0.304,0.122,0.028,0.001,0.020,0.054,0.036,0.088,0.028,0.132,0.041,0.023,0.022,0.013,0.039,0.172,0.210,0.147,0.115,0.068,0.070,0.018,0.192,0.004
Teluk Wondama,0.000,0.023,0.214,0.254,0.649,-,0.672,0.000,0.003,0.220,0.009,0.013,-,0.009,0.013,0.005,0.048,0.011,0.253,0.008,0.016,0.115,0.002,0.011,0.642,0.095,0.049,0.161,0.082,0.135,0.037,0.145,0.009
Teluk Bintuni,0.000,0.158,0.505,0.264,1.023,-,1.096,0.017,0.045,0.332,0.058,0.122,0.001,0.024,0.041,0.038,0.182,0.021,0.236,0.031,0.121,0.067,0.003,0.030,0.071,0.651,0.229,0.231,0.083,0.190,0.070,0.104,0.005
Manokwari,0.000,0.373,0.723,0.336,0.693,-,1.688,0.051,0.061,0.244,0.038,0.067,0.008,0.020,0.043,0.048,0.350,0.009,0.216,0.031,0.059,0.067,0.015,0.066,0.438,0.273,0.235,0.340,0.154,0.180,0.113,0.094,0.003
Sorong Selatan,0.000,0.051,0.486,0.141,0.206,-,1.135,0.013,0.028,0.195,0.021,0.039,0.001,0.002,0.037,0.003,0.116,0.029,0.162,0.035,0.009,0.002,0.002,0.058,0.073,0.169,0.044,0.122,0.049,0.223,0.036,0.185,0.002
Sorong,0.000,0.267,0.660,0.349,1.125,-,1.451,0.067,0.101,0.598,0.043,0.025,0.019,0.009,0.073,0.032,0.191,0.006,0.118,0.057,0.015,0.052,0.037,0.496,0.151,0.257,0.220,0.105,0.121,0.152,0.106,0.358,0.009
Raja Ampat,0.000,0.342,1.295,0.493,0.732,-,1.362,0.013,0.010,0.181,0.036,0.066,0.007,0.005,0.050,0.003,0.029,0.011,0.242,0.067,0.011,-,0.003,0.021,0.275,0.113,0.018,0.110,0.077,0.125,0.007,0.304,0.003
Tambrauw,0.000,0.206,1.284,0.529,0.560,-,0.379,0.021,0.002,0.064,0.002,0.012,-,-,0.004,0.002,0.124,0.001,0.209,0.010,0.027,0.039,0.002,-,0.014,0.003,0.022,0.103,0.076,0.033,0.020,0.161,0.036
