Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Bima,0.000,0.183,1.589,0.428,1.055,-,2.278,0.031,0.097,0.522,0.082,0.084,0.003,0.026,0.146,0.029,0.467,0.188,1.136,0.152,0.039,2.035,0.001,0.010,0.620,0.156,0.050,0.270,0.101,0.436,0.103,0.217,0.001
Sumbawa Barat,0.000,0.498,1.675,0.496,0.938,-,2.859,0.025,0.146,1.686,0.103,0.400,0.030,0.065,0.177,0.050,0.390,0.099,1.038,0.156,0.156,0.360,0.013,0.036,1.470,0.497,0.225,1.158,0.225,0.968,0.198,0.142,-
Lombok Utara,0.000,0.276,1.960,0.362,2.331,-,3.040,0.091,0.280,0.932,0.034,0.273,0.202,0.140,0.236,0.224,0.304,0.073,0.727,0.103,0.101,1.035,0.003,0.014,0.862,0.399,0.026,0.181,0.215,0.724,0.314,0.848,0.024
Kota Mataram,0.000,0.550,1.263,0.620,2.864,-,2.672,0.088,0.285,2.282,0.228,0.536,0.083,0.210,0.405,0.121,0.641,0.146,0.867,0.318,0.470,0.868,0.026,0.092,0.681,0.935,0.221,0.786,0.371,0.869,0.356,1.045,0.035
Kota Bima,0.000,0.231,2.153,0.482,0.992,-,3.185,0.100,0.157,1.035,0.238,0.077,0.007,0.093,0.197,0.096,0.768,0.150,0.721,0.251,0.114,0.144,0.035,0.049,0.903,0.736,0.242,0.730,0.096,0.568,0.270,0.381,0.001
Sumba Barat,0.000,0.243,0.835,0.221,0.104,-,0.795,0.008,0.004,0.045,0.014,0.467,0.002,0.013,0.393,0.012,0.043,0.023,0.849,0.063,0.141,0.054,0.001,0.001,0.018,0.059,0.016,0.473,0.051,0.698,0.012,0.007,0.002
Sumba Timur,0.000,0.154,1.161,0.160,0.335,-,0.699,0.012,0.020,0.623,0.018,0.034,0.002,0.023,0.011,0.014,0.070,0.007,0.223,0.019,0.021,0.025,0.002,0.001,0.034,0.110,0.014,0.156,0.420,0.896,0.038,0.046,0.014
Kupang,0.000,0.093,0.667,0.101,0.991,-,1.198,0.013,0.009,0.572,0.025,0.134,0.002,0.027,0.074,0.006,0.087,0.019,0.277,0.062,0.069,0.021,0.005,-,0.191,0.228,0.022,0.374,0.205,0.685,0.020,0.095,0.029
Timor Tengah Selatan,0.000,0.103,0.732,0.385,0.724,-,1.650,0.018,0.009,0.789,0.010,0.019,0.001,0.007,0.029,0.000,0.070,0.009,0.470,0.013,0.022,0.045,0.001,0.001,0.046,0.081,0.004,0.090,0.332,0.799,0.005,0.030,0.056
Timor Tengah Utara,0.000,0.349,1.107,0.343,1.034,-,2.616,0.018,0.003,0.423,0.018,0.045,-,0.031,0.022,0.022,0.139,0.007,0.232,0.070,0.070,0.138,-,-,-,0.085,0.031,0.569,0.029,0.509,0.025,0.071,0.017
Belu,0.000,1.156,1.485,0.211,0.590,-,1.958,0.029,0.005,0.188,0.020,0.085,-,0.043,0.099,0.011,0.152,0.009,0.896,0.036,0.057,0.214,0.013,0.014,0.040,0.179,0.028,0.429,0.050,0.200,0.053,0.087,0.009
Alor,0.000,0.270,1.050,0.279,0.348,-,0.830,0.022,0.035,0.348,0.007,0.018,-,0.002,0.020,-,0.018,0.028,0.421,0.037,0.003,0.023,0.001,-,0.058,0.062,0.022,0.019,0.091,0.646,0.020,0.403,0.021
Lembata,0.000,0.139,1.388,0.071,0.955,-,0.763,0.014,0.009,0.081,0.015,0.107,0.001,0.004,0.044,0.003,0.019,0.012,0.370,0.021,0.011,0.001,-,0.002,0.251,0.053,0.020,0.002,0.033,0.166,0.090,0.192,0.023
Flores Timur,0.000,0.037,1.640,0.153,1.066,-,0.974,0.037,0.004,0.047,0.020,0.180,0.001,0.004,0.025,0.003,0.045,0.008,0.393,0.071,0.020,0.000,-,0.010,0.103,0.057,0.007,0.022,0.060,0.251,0.023,0.112,0.006
Sikka,0.000,0.239,2.922,0.371,0.402,-,1.316,0.018,0.030,0.290,0.018,0.060,-,0.023,0.029,0.005,0.147,0.002,0.283,0.053,0.019,0.009,-,0.003,0.293,0.175,0.058,0.045,0.422,0.312,0.011,0.215,0.013
Ende,0.000,0.093,2.005,0.260,0.968,-,1.320,0.052,0.083,0.571,0.019,0.028,0.001,0.013,0.018,0.009,0.135,0.003,0.143,0.022,0.004,0.026,-,0.005,0.140,0.075,0.027,0.097,0.328,0.445,0.018,0.162,0.006
Ngada,0.000,0.248,1.079,0.205,0.459,-,0.677,0.013,0.012,0.088,0.007,0.219,0.001,0.020,0.170,0.000,0.108,0.026,0.293,0.183,0.015,0.009,0.000,0.002,0.026,0.064,0.002,0.010,0.048,0.444,0.011,0.007,0.132
Manggarai,0.000,0.096,0.966,0.160,0.440,-,0.731,0.001,0.004,0.098,0.009,0.633,-,0.023,0.588,0.003,0.101,0.008,0.282,0.488,0.062,0.015,0.001,0.004,0.003,0.075,0.011,0.005,0.103,1.464,0.004,0.002,0.018
Rote Ndao,0.000,0.216,0.231,0.080,0.911,-,1.634,0.007,0.005,0.287,0.019,0.091,-,0.008,0.042,0.000,0.071,0.005,0.146,0.067,0.051,0.033,-,-,0.043,0.108,0.023,0.025,0.060,0.360,0.098,0.133,0.009
Manggarai Barat,0.000,0.106,0.845,0.434,0.688,-,1.550,0.007,0.032,0.183,0.030,0.576,0.001,0.014,0.484,0.010,0.099,0.012,0.610,0.366,0.068,0.124,0.002,0.097,0.049,0.133,0.038,0.219,0.414,1.880,0.023,0.111,0.008
Sumba Tengah,0.000,0.128,0.769,0.082,0.054,-,0.653,0.011,0.002,0.131,0.011,0.407,0.003,0.017,0.282,0.000,0.020,0.014,0.129,0.016,0.044,0.066,0.003,0.001,0.021,0.024,0.001,0.090,0.111,0.793,0.009,0.002,0.011
Sumba Barat Daya,0.000,0.106,0.981,0.148,0.128,-,0.628,-,0.005,0.243,0.002,0.275,0.001,0.007,0.186,0.001,0.056,0.016,0.379,0.014,0.066,0.004,0.000,-,0.008,0.039,0.001,0.086,0.142,0.909,0.027,0.044,0.001
Nagekeo,0.000,0.094,0.834,0.164,0.229,-,0.570,0.012,0.009,0.339,0.002,0.317,0.002,0.013,0.196,0.001,0.077,0.004,0.141,0.192,0.078,0.049,0.001,-,0.041,0.088,0.031,0.041,0.014,0.677,0.006,0.025,0.012
Manggarai Timur,0.000,0.130,0.556,0.079,0.088,-,0.480,0.001,0.003,0.023,0.001,0.440,-,0.016,0.382,-,0.039,0.006,0.384,0.161,0.015,0.007,-,-,0.138,0.021,-,0.023,0.061,1.697,0.003,0.002,0.019
Sabu Raijua,0.000,0.047,1.130,0.237,0.180,-,0.811,0.007,0.002,0.204,0.014,0.094,0.001,0.001,0.045,0.001,0.042,0.015,0.185,0.036,0.027,-,-,-,0.164,0.067,0.008,0.116,0.004,0.174,0.005,0.287,0.010
Malaka,0.000,1.014,1.450,0.424,1.388,-,3.071,0.015,0.012,0.170,0.025,0.015,0.002,0.010,0.018,0.000,0.164,0.007,0.737,0.032,0.007,0.026,0.003,0.003,0.064,0.206,0.017,0.439,0.039,0.353,0.054,0.236,0.016
Kota Kupang,0.000,0.549,1.575,0.786,1.453,-,1.949,0.109,0.042,0.882,0.134,0.135,0.006,0.103,0.115,0.024,0.242,0.018,0.411,0.149,0.164,0.220,0.012,0.013,0.250,0.628,0.212,0.294,0.119,0.464,0.157,0.167,0.040
Sambas,0.000,0.328,1.132,0.455,2.919,-,4.027,0.021,0.070,0.305,0.102,0.097,0.109,0.064,0.108,0.020,0.271,0.046,0.654,0.054,0.104,0.513,0.146,0.038,0.285,0.063,0.024,0.033,0.146,1.302,0.057,1.697,0.008
Bengkayang,0.000,0.114,1.012,0.288,1.210,-,2.303,0.025,0.026,0.357,0.081,0.053,0.011,0.072,0.080,0.011,0.200,0.054,0.399,0.009,0.040,0.455,0.084,0.002,0.178,0.072,0.033,0.031,0.086,0.903,0.043,1.346,0.024
Landak,0.000,0.074,0.421,0.230,0.759,-,2.038,0.024,0.008,0.112,0.046,0.032,0.004,0.007,0.051,0.009,0.148,0.206,0.311,0.028,0.051,0.304,0.145,0.014,0.137,0.060,0.012,0.037,0.037,0.865,0.063,1.177,0.047
Mempawah,0.000,0.111,0.769,0.263,1.201,-,2.853,0.027,0.135,0.349,0.235,0.056,0.041,0.012,0.026,0.032,0.382,0.099,0.322,0.036,0.048,0.543,0.290,0.010,0.289,0.045,0.059,0.039,0.031,1.413,0.156,0.766,0.002
Sanggau,0.000,0.069,0.457,0.126,0.570,-,1.988,0.024,0.026,0.202,0.052,0.015,0.004,0.012,0.036,0.009,0.110,0.049,0.221,0.031,0.034,0.354,0.224,0.014,0.201,0.051,0.110,0.034,0.046,0.998,0.068,0.833,0.018
Ketapang,0.000,0.117,0.686,0.398,1.660,-,2.397,0.031,0.323,0.229,0.161,0.047,0.074,0.217,0.047,0.042,0.243,0.097,0.368,0.057,0.056,0.195,0.362,0.026,0.162,0.103,0.112,0.022,0.070,0.935,0.111,0.750,0.024
Sintang,0.000,0.119,0.324,0.143,0.656,-,1.755,0.039,0.038,0.211,0.046,0.032,0.017,0.022,0.043,0.019,0.120,0.061,0.352,0.012,0.050,0.195,0.101,0.327,0.091,0.030,0.200,0.092,0.081,1.418,0.080,0.304,0.005
Kapuas Hulu,0.000,0.055,0.782,0.227,1.316,-,2.106,0.019,0.020,0.201,0.058,0.020,0.014,0.018,0.063,0.017,0.168,0.048,0.353,0.027,0.027,0.178,0.117,0.050,0.259,0.018,0.112,0.013,0.014,0.544,0.087,1.315,0.001
Sekadau,0.000,0.069,0.408,0.230,0.765,-,2.322,0.041,0.046,0.307,0.067,0.074,0.011,0.009,0.093,0.015,0.123,0.068,0.326,0.037,0.105,0.192,0.185,0.259,0.130,0.033,0.091,0.024,0.059,1.200,0.128,1.352,0.031
Melawi,0.000,0.214,0.603,0.189,0.632,-,2.537,0.028,0.030,0.271,0.093,0.115,0.014,0.013,0.014,0.028,0.095,0.037,0.239,0.012,0.024,0.176,0.151,0.155,0.104,0.077,0.095,0.137,0.021,0.321,0.103,0.810,0.009
Kayong Utara,0.000,0.031,1.266,0.312,2.144,-,2.936,0.019,0.533,0.416,0.156,0.013,0.028,0.068,0.037,0.042,0.193,0.048,0.325,0.009,0.037,0.410,0.437,0.016,0.368,0.016,0.007,0.027,0.091,0.812,0.111,1.490,0.000
Kubu Raya,0.000,0.124,0.717,0.139,1.818,-,3.107,0.037,0.157,0.578,0.192,0.061,0.029,0.019,0.059,0.031,0.307,0.119,0.505,0.030,0.078,0.304,0.191,0.029,0.290,0.118,0.083,0.078,0.033,0.971,0.149,1.389,0.000
Kota Pontianak,0.000,0.443,0.858,0.332,1.890,-,2.641,0.068,0.135,1.138,0.415,0.044,0.117,0.079,0.136,0.112,0.589,0.126,0.553,0.096,0.156,0.555,0.517,0.072,0.390,0.378,0.218,0.112,0.119,1.995,0.300,0.833,0.001
Kota Singkawang,0.000,0.246,1.011,0.391,3.325,-,2.407,0.029,0.098,0.843,0.212,0.095,0.063,0.101,0.137,0.049,0.527,0.080,0.400,0.094,0.195,0.676,0.194,0.071,0.715,0.186,0.141,0.146,0.098,1.447,0.289,1.815,0.002
Kotawaringin Barat,0.000,0.145,0.516,0.281,1.508,-,2.325,0.025,0.127,0.292,0.226,0.225,0.029,0.282,0.161,0.088,0.401,0.075,0.526,0.103,0.176,0.681,0.034,0.017,2.347,0.211,0.288,0.224,0.162,0.788,0.140,0.474,0.008
Kotawaringin Timur,0.000,0.210,0.624,0.219,1.930,-,2.992,0.021,0.096,0.288,0.143,0.042,0.038,0.238,0.079,0.060,0.250,0.176,0.425,0.049,0.056,0.575,0.015,0.013,2.501,0.129,0.245,0.148,0.096,0.911,0.133,0.743,0.010
Kapuas,0.000,0.400,0.981,0.252,1.779,-,3.072,0.019,0.128,0.075,0.077,0.050,0.134,0.185,0.087,0.040,0.242,0.203,0.712,0.066,0.038,0.739,0.025,0.003,0.750,0.084,0.129,0.183,0.198,1.080,0.091,0.423,0.011
Barito Selatan,0.000,0.390,1.082,0.299,1.625,-,2.193,0.053,0.124,0.103,0.126,0.153,0.088,0.220,0.128,0.063,0.416,0.227,0.471,0.108,0.136,0.796,0.022,0.085,0.297,0.083,0.193,0.234,0.297,0.928,0.109,0.275,0.002
Barito Utara,0.000,0.211,0.641,0.283,1.089,-,2.437,0.032,0.084,0.281,0.176,0.329,0.047,0.298,0.344,0.116,0.258,0.122,0.795,0.224,0.417,0.464,0.075,0.035,0.639,0.187,0.222,0.076,0.161,0.709,0.091,0.240,0.012
Sukamara,0.000,0.269,0.711,0.565,2.162,-,3.498,0.022,0.110,0.449,0.222,0.169,0.009,0.130,0.201,0.053,0.265,0.055,0.595,0.174,0.252,1.501,0.006,0.097,1.321,0.341,0.176,0.206,0.153,1.065,0.129,0.801,0.006
Lamandau,0.000,0.345,0.511,0.334,1.459,-,2.759,0.035,0.086,0.298,0.096,0.206,0.031,0.345,0.119,0.072,0.298,0.122,0.408,0.072,0.090,1.946,0.004,0.046,0.113,0.291,0.189,0.227,0.123,1.001,0.106,0.197,0.023
Seruyan,0.000,0.194,1.022,0.455,2.111,-,2.978,0.045,0.126,0.243,0.167,0.079,0.028,0.181,0.079,0.114,0.228,0.032,0.831,0.073,0.085,1.827,0.030,0.051,0.043,0.139,0.312,0.117,0.158,1.163,0.192,0.380,0.005
Katingan,0.000,0.323,1.093,0.202,2.443,-,2.616,0.021,0.052,0.096,0.160,0.059,0.028,0.187,0.052,0.062,0.389,0.118,0.293,0.102,0.092,0.457,0.014,0.004,1.814,0.176,0.168,0.086,0.125,0.775,0.094,1.326,0.008
Pulang Pisau,0.000,0.228,0.927,0.387,1.215,-,2.593,0.025,0.156,0.328,0.090,0.138,0.066,0.195,0.140,0.076,0.343,0.169,0.894,0.104,0.084,0.745,0.017,0.000,1.234,0.095,0.215,0.227,0.355,0.918,0.082,0.548,0.002
Gunung Mas,0.000,0.070,0.535,0.449,2.571,-,2.192,0.002,0.037,0.337,0.099,0.296,0.007,0.230,0.244,0.055,0.353,0.144,0.711,0.154,0.220,2.692,0.006,0.014,0.023,0.091,0.180,0.295,0.262,1.355,0.109,1.211,0.038
Barito Timur,0.000,0.259,1.045,0.410,1.295,-,2.318,0.030,0.083,0.330,0.166,0.464,0.075,0.288,0.185,0.070,0.237,0.207,0.703,0.128,0.232,2.414,0.075,0.013,1.284,0.291,0.119,0.337,0.243,1.356,0.151,0.422,-
Murung Raya,0.000,0.079,0.374,0.318,1.486,-,1.576,0.009,0.018,0.228,0.087,0.077,0.021,0.088,0.058,0.055,0.103,0.152,1.074,0.060,0.077,0.262,0.008,0.033,1.400,0.068,0.076,0.070,0.064,0.519,0.080,1.230,0.002
Kota Palangka Raya,0.000,0.738,0.865,0.294,2.259,-,3.269,0.066,0.178,0.357,0.466,0.708,0.128,0.379,0.314,0.243,0.735,0.107,0.482,0.526,0.499,0.815,0.110,0.074,0.297,0.369,0.371,0.261,0.114,1.390,0.578,0.476,0.002
Tanah Laut,0.000,0.251,0.858,0.489,2.412,-,3.008,0.031,0.095,0.448,0.085,0.174,0.137,0.217,0.211,0.098,0.259,0.139,0.919,0.137,0.104,1.575,0.057,0.001,1.865,0.111,0.127,0.165,0.182,1.876,0.233,0.663,0.001
Kota Baru,0.000,0.388,1.211,0.582,2.205,-,2.746,0.095,0.185,0.625,0.299,0.149,0.059,0.217,0.189,0.133,0.350,0.089,0.755,0.124,0.114,0.586,0.042,0.033,2.386,0.261,0.184,0.191,0.262,0.601,0.154,1.191,0.000
Banjar,0.000,0.247,1.199,0.432,1.724,-,4.225,0.023,0.096,1.145,0.229,0.164,0.140,0.275,0.233,0.133,0.455,0.106,0.662,0.220,0.335,0.891,0.101,0.032,0.847,0.321,0.121,0.151,0.330,1.663,0.168,0.662,0.006
Barito Kuala,0.000,0.378,1.834,0.518,2.327,-,3.536,0.009,0.117,0.622,0.091,0.203,0.138,0.340,0.227,0.068,0.271,0.143,0.930,0.265,0.156,1.154,0.046,0.006,2.144,0.197,0.140,0.126,0.568,1.538,0.148,0.650,-
Tapin,0.000,0.264,1.259,0.456,2.846,-,4.125,0.056,0.228,0.874,0.307,0.416,0.188,0.246,0.555,0.160,0.416,0.368,0.657,0.441,0.323,2.339,0.175,0.030,1.143,0.152,0.143,0.547,0.157,2.707,0.181,0.831,0.002
Hulu Sungai Selatan,0.000,0.156,1.446,0.523,3.858,-,5.293,0.041,0.182,1.228,0.318,0.632,0.339,0.278,0.833,0.085,0.503,0.489,1.085,0.795,0.530,1.683,0.171,0.005,0.295,0.120,0.091,0.235,0.403,4.753,0.181,0.929,0.003
Hulu Sungai Tengah,0.000,0.144,1.007,0.341,3.637,-,3.308,0.076,0.161,1.012,0.185,0.375,0.335,0.216,0.736,0.055,0.264,0.258,0.845,0.503,0.288,0.769,0.084,0.015,2.215,0.043,0.143,0.043,0.147,3.089,0.070,0.669,-
Hulu Sungai Utara,0.000,0.162,0.927,0.350,3.577,-,3.345,0.021,0.176,0.967,0.183,0.307,0.116,0.551,0.440,0.061,0.746,0.157,1.063,0.348,0.258,0.452,0.065,0.015,0.270,0.196,0.034,0.298,0.267,2.155,0.089,0.590,0.006
Tabalong,0.000,0.142,0.802,0.364,2.580,-,3.793,0.045,0.131,0.944,0.235,0.197,0.088,0.331,0.333,0.100,0.302,0.279,0.664,0.135,0.139,2.936,0.072,0.052,0.069,0.102,0.124,0.126,0.083,2.452,0.113,0.445,0.000
Tanah Bumbu,0.000,0.385,1.002,0.400,1.685,-,2.255,0.036,0.163,0.550,0.168,0.514,0.114,0.330,0.325,0.090,0.217,0.154,0.726,0.267,0.231,0.624,0.069,0.076,1.599,0.259,0.250,0.192,0.236,1.045,0.153,0.791,0.002
Balangan,0.000,0.102,0.980,0.143,2.368,-,3.337,0.038,0.102,1.063,0.192,0.443,0.162,0.520,0.353,0.146,0.231,0.384,1.145,0.273,0.371,1.480,0.019,0.006,3.334,0.293,0.070,0.891,0.314,2.572,0.254,0.909,-
Kota Banjarmasin,0.000,0.773,1.479,0.320,2.870,-,3.373,0.117,0.227,0.965,0.633,0.379,0.270,0.401,0.509,0.284,0.577,0.232,0.655,0.383,0.626,1.647,0.623,0.106,0.629,0.424,0.171,0.261,0.280,1.876,0.325,0.726,-
Kota Banjar Baru,0.000,0.628,1.168,0.347,1.937,-,3.339,0.053,0.167,1.082,0.330,0.238,0.249,0.406,0.543,0.225,0.450,0.080,0.479,0.310,0.446,1.412,0.196,0.101,0.840,0.328,0.261,0.246,0.230,1.804,0.273,0.409,-
Paser,0.000,0.322,0.701,0.186,1.234,-,2.368,0.028,0.093,0.320,0.176,0.033,0.023,0.211,0.102,0.050,0.257,0.140,0.517,0.096,0.097,0.499,0.077,0.097,0.885,0.171,0.255,0.076,0.089,0.829,0.186,0.520,0.000
Kutai Barat,0.000,0.144,0.653,0.218,0.616,-,1.718,0.031,0.069,0.259,0.116,0.082,0.013,0.090,0.081,0.064,0.193,0.069,0.304,0.072,0.097,0.695,0.012,0.001,0.920,0.065,0.222,0.033,0.080,0.380,0.071,0.735,0.001
Kutai Kartanegara,0.000,0.394,0.752,0.259,1.219,-,2.851,0.040,0.102,0.264,0.328,0.069,0.029,0.180,0.144,0.063,0.347,0.083,0.621,0.134,0.186,0.898,0.033,0.023,0.393,0.088,0.382,0.093,0.115,0.537,0.080,0.890,0.004
Kutai Timur,0.000,0.496,0.807,0.284,1.375,-,2.704,0.074,0.177,0.559,0.270,0.128,0.011,0.122,0.116,0.078,0.501,0.158,0.626,0.072,0.127,0.802,0.052,0.036,0.209,0.317,0.388,0.172,0.095,0.709,0.211,0.511,0.002
Berau,0.000,0.514,0.652,0.455,2.257,-,2.593,0.035,0.103,0.597,0.267,0.086,0.018,0.179,0.197,0.061,0.212,0.066,0.657,0.218,0.249,0.430,0.045,0.014,0.131,0.216,0.322,0.143,0.112,0.322,0.109,0.660,-
Penajam Paser Utara,0.000,0.171,0.662,0.261,1.232,-,2.796,0.017,0.163,0.624,0.172,0.048,0.026,0.226,0.118,0.065,0.273,0.037,0.597,0.109,0.082,0.891,0.005,0.074,1.191,0.102,0.409,0.045,0.041,0.498,0.140,1.374,-
Mahakam Ulu,0.000,0.054,0.151,0.276,0.540,-,1.343,0.011,0.023,0.090,0.058,0.018,0.004,0.017,0.004,0.012,0.139,0.040,0.209,0.014,0.042,0.152,0.010,0.004,0.231,0.062,0.418,0.015,0.023,0.252,0.010,0.431,0.000
Kota Balikpapan,0.000,1.186,1.313,0.433,1.934,-,2.155,0.166,0.275,0.899,0.512,0.216,0.128,0.370,0.252,0.162,0.653,0.113,0.462,0.193,0.335,0.534,0.142,0.116,0.458,0.564,0.397,0.257,0.199,1.393,0.283,0.593,0.000
Kota Samarinda,0.000,0.429,0.526,0.238,1.034,-,1.840,0.085,0.146,0.831,0.413,0.110,0.024,0.255,0.195,0.108,0.470,0.089,0.397,0.097,0.329,0.975,0.082,0.051,0.293,0.316,0.339,0.181,0.099,1.067,0.200,0.356,0.001
Kota Bontang,0.000,0.686,0.634,0.427,2.502,-,2.411,0.055,0.180,0.803,0.469,0.186,0.034,0.165,0.285,0.074,0.515,0.065,0.444,0.203,0.333,0.990,0.083,0.074,0.943,0.306,0.454,0.161,0.201,1.134,0.226,0.597,0.007
Malinau,0.000,0.335,0.206,0.166,0.590,-,0.958,0.015,0.038,0.362,0.150,0.362,0.007,0.162,0.135,0.054,0.170,0.066,0.260,0.148,0.171,0.704,0.022,0.002,0.048,0.174,0.247,0.067,0.072,0.856,0.046,0.727,0.009
Bulungan,0.000,0.363,0.314,0.359,1.553,-,2.267,0.027,0.066,0.195,0.162,0.083,0.012,0.140,0.112,0.029,0.221,0.054,0.291,0.058,0.136,0.735,0.021,0.039,0.120,0.129,0.242,0.095,0.081,0.555,0.089,0.670,0.024
Tana Tidung,0.000,0.290,0.990,0.307,1.148,-,1.893,0.024,0.069,0.184,0.140,0.025,0.008,0.130,0.046,0.065,0.212,0.142,0.334,0.022,0.116,0.693,0.120,0.006,0.055,0.106,0.259,0.144,0.074,0.258,0.109,1.080,0.005
Nunukan,0.000,0.413,0.451,0.436,1.697,-,2.668,0.011,0.076,0.522,0.226,0.085,0.004,0.080,0.105,0.097,0.307,0.166,0.666,0.045,0.072,1.302,0.013,0.041,0.114,0.213,0.436,0.095,0.069,0.514,0.068,1.390,0.004
Kota Tarakan,0.000,0.468,0.712,0.385,2.645,-,1.920,0.043,0.129,0.961,0.374,0.070,0.015,0.269,0.257,0.104,0.399,0.103,0.528,0.105,0.215,1.276,0.060,0.121,0.142,0.223,0.438,0.141,0.080,1.036,0.111,1.073,-
Bolaang Mongondow,0.000,0.200,1.784,0.467,2.695,-,3.067,0.055,0.086,0.375,0.153,0.078,0.017,0.022,0.152,0.032,0.521,0.072,0.318,0.165,0.063,0.133,0.144,0.091,0.114,0.065,0.189,0.144,0.115,0.392,0.075,0.154,0.043
Minahasa,0.000,0.319,0.954,0.463,2.330,-,2.170,0.039,0.072,1.240,0.213,0.207,0.000,0.091,0.229,0.063,0.425,0.043,0.577,0.574,0.177,0.123,0.346,0.028,0.108,0.327,0.211,0.121,0.106,0.698,0.109,0.076,0.027
Kepulauan Sangihe,0.000,0.192,1.361,0.283,3.758,-,2.053,0.040,0.033,0.651,0.130,0.175,0.002,0.016,0.118,0.021,0.232,0.081,0.316,0.313,0.079,0.027,0.070,0.002,0.260,0.266,0.032,0.046,0.038,1.201,0.058,0.087,0.033
Kepulauan Talaud,0.000,0.020,1.277,0.315,3.221,-,2.018,0.008,0.006,0.321,0.028,0.082,0.001,0.000,0.078,0.002,0.172,0.010,0.260,0.114,0.038,0.011,0.064,0.000,0.107,0.118,0.118,0.030,0.119,0.400,0.080,0.035,0.061
Minahasa Selatan,0.000,0.196,1.124,0.466,2.410,-,1.901,0.057,0.039,0.722,0.142,0.106,0.001,0.113,0.174,0.076,0.434,0.065,0.379,0.482,0.039,0.010,0.271,0.015,0.188,0.297,0.115,0.085,0.068,0.602,0.070,0.027,0.050
Minahasa Utara,0.000,0.311,1.061,0.387,1.903,-,1.723,0.028,0.071,0.937,0.243,0.118,0.001,0.040,0.277,0.057,0.328,0.069,0.237,0.480,0.098,0.048,0.143,0.033,0.134,0.236,0.144,0.251,0.125,0.237,0.110,0.136,0.025
Bolaang Mongondow Utara,0.000,0.164,1.428,0.290,2.236,-,2.383,0.051,0.070,0.545,0.135,0.139,0.002,0.047,0.204,0.012,0.279,0.131,0.272,0.216,0.038,0.005,0.100,0.173,0.065,0.109,0.150,0.086,0.050,0.618,0.059,0.091,0.008
Siau Tagulandang Biaro,0.000,0.082,0.578,0.251,2.425,-,1.036,0.021,0.025,0.902,0.088,0.147,0.008,0.021,0.137,0.003,0.143,0.049,0.142,0.214,0.032,0.001,0.118,0.006,0.006,0.091,0.028,0.058,0.043,1.074,0.037,0.173,0.043
Minahasa Tenggara,0.000,0.197,1.485,0.450,2.488,-,2.394,0.033,0.041,0.879,0.177,0.052,0.002,0.034,0.273,0.032,0.402,0.098,0.340,0.678,0.070,0.047,0.232,0.010,0.460,0.243,0.220,0.090,0.097,0.389,0.113,0.090,0.039
Bolaang Mongondow Selatan,0.000,0.121,1.389,0.324,2.080,-,2.287,0.049,0.017,0.891,0.083,0.099,0.003,0.007,0.110,0.002,0.279,0.053,0.403,0.104,0.037,0.014,0.015,0.020,0.202,0.050,0.167,0.093,0.107,0.269,0.017,0.239,0.011
Bolaang Mongondow Timur,0.000,0.074,1.647,0.342,2.210,-,2.532,0.043,0.055,0.687,0.112,0.058,0.004,0.021,0.162,0.013,0.384,0.102,0.458,0.239,0.053,0.084,0.086,0.007,0.096,0.090,0.117,0.058,0.047,0.153,0.087,0.079,0.019
Kota Manado,0.000,0.593,1.139,0.616,2.358,-,1.929,0.097,0.137,1.111,0.248,0.083,0.008,0.107,0.372,0.068,0.430,0.069,0.443,0.747,0.167,0.127,0.230,0.032,0.286,0.611,0.368,0.243,0.139,0.443,0.206,0.168,0.015
Kota Bitung,0.000,0.456,2.000,0.877,2.818,-,2.907,0.075,0.099,0.871,0.272,0.208,0.011,0.065,0.236,0.054,0.431,0.060,0.504,0.512,0.186,0.235,0.076,0.035,0.744,0.719,0.295,0.255,0.219,0.325,0.160,0.180,0.026
Kota Tomohon,0.000,0.504,1.032,0.794,2.517,-,2.330,0.028,0.034,0.995,0.119,0.051,0.005,0.046,0.300,0.057,0.620,0.019,0.545,0.954,0.132,0.128,0.228,0.012,0.140,0.386,0.176,0.091,0.091,0.526,0.178,0.036,0.065
