Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Kaimana,0.000,0.352,0.909,0.265,0.295,0.475,0.017,0.064,0.028,0.315,0.067,0.037,0.002,0.017,0.029,0.018,0.102,0.031,0.222,0.033,0.053,0.098,0.006,0.015,0.086,0.581,0.184,0.227,0.139,0.166,0.067,0.226,0.004
Teluk Wondama,0.000,0.069,1.046,0.401,0.584,1.264,0.007,0.002,0.007,0.198,0.085,0.024,-,0.004,0.010,0.013,0.065,0.009,0.291,0.001,0.020,0.043,0.001,0.017,0.152,0.062,0.038,0.193,0.199,0.168,0.048,0.094,-
Teluk Bintuni,0.000,0.422,0.552,0.518,0.852,1.166,0.027,0.008,0.042,0.184,0.049,0.115,0.001,0.023,0.058,0.016,0.171,0.029,0.232,0.059,0.066,0.016,0.005,0.025,0.037,0.325,0.182,0.301,0.082,0.210,0.063,0.095,0.002
Manokwari,0.000,0.311,0.772,0.409,0.855,1.401,0.048,0.090,0.107,0.271,0.063,0.204,0.010,0.029,0.050,0.026,0.275,0.021,0.275,0.034,0.053,0.168,0.018,0.092,0.208,0.193,0.266,0.199,0.099,0.336,0.046,0.102,0.006
Sorong Selatan,0.000,0.095,0.326,0.242,0.400,0.818,0.207,0.023,0.024,0.294,0.018,0.126,0.001,0.002,0.105,-,0.073,0.014,0.171,0.090,0.020,0.007,0.004,0.014,0.008,0.200,0.044,0.053,0.060,0.119,0.025,0.169,0.003
Sorong,0.000,0.363,0.794,0.400,0.628,1.174,0.065,0.075,0.081,0.338,0.115,0.026,0.013,0.028,0.027,0.037,0.275,0.023,0.287,0.039,0.054,0.045,0.042,0.432,0.212,0.124,0.279,0.217,0.160,0.250,0.099,0.323,0.005
Raja Ampat,0.000,0.343,1.697,0.584,0.438,1.661,0.171,0.021,0.006,0.164,0.043,0.044,0.001,0.001,0.018,0.001,0.028,0.024,0.235,0.045,0.007,0.011,0.002,0.028,0.145,0.099,0.021,0.090,0.046,0.639,0.033,0.621,0.002
Tambrauw,0.000,0.193,0.922,0.896,0.568,0.735,0.309,0.037,0.007,0.167,0.036,-,-,-,0.008,0.002,0.120,0.051,0.221,0.031,0.012,0.004,-,0.014,0.048,0.053,0.023,0.268,0.183,0.137,0.032,0.112,0.015
Maybrat,0.000,0.268,1.122,0.228,0.511,0.735,0.023,0.038,0.012,0.292,0.010,0.061,0.001,0.002,0.020,0.001,0.146,0.042,0.147,0.037,0.026,0.005,0.014,0.006,0.008,0.261,0.022,0.084,0.047,0.122,0.057,0.339,0.003
Manokwari Selatan,0.000,0.204,0.822,0.274,1.819,3.032,0.403,0.082,0.053,0.210,0.057,0.063,0.008,0.020,0.068,0.016,0.392,0.024,0.188,0.066,0.056,0.632,0.021,0.030,0.051,0.362,0.118,0.373,0.060,0.180,0.175,0.195,0.001
Pegunungan Arfak,0.000,0.047,0.410,0.255,0.337,0.876,0.031,0.002,0.003,0.086,0.016,0.380,0.004,-,0.008,0.003,0.051,0.185,0.109,0.005,0.001,-,-,0.036,0.083,0.079,0.004,0.160,0.088,0.324,0.002,0.029,0.006
Kota Sorong,0.000,0.787,0.922,0.338,1.187,1.039,0.131,0.073,0.060,0.392,0.112,0.046,0.012,0.024,0.048,0.021,0.232,0.016,0.241,0.061,0.044,0.088,0.034,0.355,0.205,0.244,0.535,0.151,0.109,0.124,0.131,0.235,0.002
Merauke,0.000,0.388,1.154,0.463,1.205,2.049,0.179,0.093,0.119,0.317,0.100,0.059,0.029,0.062,0.110,0.026,0.311,0.016,0.447,0.096,0.091,0.256,0.035,0.035,0.508,0.647,0.341,0.453,0.171,0.402,0.182,0.116,0.001
Jayawijaya,0.000,0.025,0.116,0.130,0.189,0.515,0.014,0.001,0.018,0.028,0.026,-,0.005,0.019,0.000,0.008,0.022,0.023,0.001,-,0.024,0.013,0.001,0.005,0.012,0.015,0.096,0.036,0.008,0.015,0.004,0.003,-
Jayapura,0.000,0.320,0.627,0.554,0.875,1.226,0.109,0.034,0.032,0.192,0.033,0.004,0.005,0.058,0.057,0.021,0.188,0.031,0.292,0.061,0.031,0.093,0.038,0.087,0.103,0.193,0.249,0.253,0.037,0.320,0.103,0.264,0.003
Nabire,0.000,0.149,0.642,0.182,0.909,1.990,0.081,0.049,0.061,0.291,0.037,0.027,0.009,0.025,0.091,0.016,0.262,0.027,0.417,0.043,0.023,0.306,0.022,0.012,0.981,0.179,0.478,0.271,0.094,0.206,0.072,0.477,0.004
Kepulauan Yapen,0.000,0.473,0.345,0.140,1.128,2.874,0.492,0.018,0.034,0.080,0.026,0.069,0.007,0.009,0.016,0.005,0.056,0.015,0.133,0.045,0.043,0.041,0.010,0.005,0.063,0.104,0.176,0.092,0.066,0.128,0.042,0.177,0.017
Biak Numfor,0.000,0.233,0.619,0.178,1.503,1.047,0.041,0.031,0.008,0.159,0.018,0.017,0.001,0.005,0.017,0.002,0.071,0.009,0.109,0.005,0.010,0.014,0.001,0.017,0.036,0.112,0.243,0.122,0.092,0.282,0.022,0.019,0.000
Paniai,0.000,-,0.016,0.064,0.122,0.509,0.011,-,0.001,0.046,0.016,0.053,-,-,0.031,-,-,0.005,0.010,0.003,0.028,-,-,0.001,-,0.021,-,-,0.006,0.043,-,-,-
Puncak Jaya,0.000,0.117,0.046,0.000,0.154,0.341,-,-,0.032,0.007,0.039,0.084,-,-,-,-,0.001,0.024,-,-,-,-,-,-,-,-,-,-,-,0.001,-,-,-
Mimika,0.000,0.209,1.272,0.219,0.934,2.022,0.149,0.064,0.110,0.278,0.126,0.079,0.004,0.036,0.044,0.030,0.308,0.027,0.190,0.012,0.037,0.013,0.051,0.033,0.205,0.159,0.566,0.242,0.213,0.379,0.141,0.228,-
Boven Digoel,0.000,0.171,0.481,0.130,0.913,0.670,0.071,0.044,0.017,0.067,0.045,0.065,0.006,0.008,0.072,0.007,0.065,0.024,0.084,0.088,0.046,0.122,0.005,0.027,0.361,0.179,0.183,0.173,0.080,0.150,0.042,0.064,0.001
Mappi,0.000,0.149,0.319,0.252,0.282,0.962,0.022,0.009,0.005,0.038,0.007,0.026,0.000,0.003,0.019,0.001,0.030,0.038,0.131,0.020,0.012,0.002,0.007,-,0.023,0.170,0.021,0.088,0.073,0.021,0.008,0.017,-
Asmat,0.000,0.083,0.832,0.783,0.786,3.019,0.184,0.017,0.018,0.062,0.062,0.002,0.000,0.005,0.002,0.019,0.022,0.014,0.409,0.018,0.015,0.000,-,0.003,0.035,0.559,0.003,0.256,0.301,0.071,0.009,0.010,0.000
Yahukimo,0.000,-,-,0.023,0.007,0.058,-,-,0.001,0.034,-,-,-,-,-,-,0.000,-,-,-,0.000,-,-,-,0.006,0.007,0.015,0.001,-,0.013,-,0.024,-
Pegunungan Bintang,0.000,0.001,0.625,1.364,0.269,0.346,-,-,0.000,0.037,0.010,0.012,-,0.001,0.000,-,0.008,0.039,0.529,0.000,0.020,0.000,-,-,0.001,0.003,0.003,0.060,0.003,0.169,-,0.002,-
Tolikara,0.000,0.003,0.004,0.162,0.000,0.063,-,-,-,0.006,0.001,0.012,-,-,0.009,-,0.001,0.002,0.052,0.004,0.004,-,-,-,-,0.014,-,0.021,0.005,0.024,-,-,-
Sarmi,0.000,0.313,0.895,0.194,0.531,1.289,0.063,0.041,0.011,0.088,0.112,0.068,-,0.002,0.048,0.001,0.133,0.054,0.286,0.062,0.014,0.002,0.020,0.004,0.035,0.107,0.329,0.176,0.055,0.116,0.032,0.030,0.001
Keerom,0.000,0.071,0.374,0.167,0.616,1.129,0.004,0.057,0.050,0.089,0.039,0.004,0.009,0.027,0.043,0.019,0.147,0.004,0.098,0.001,0.017,0.094,0.037,0.074,0.059,0.026,0.403,0.090,0.049,0.254,0.078,0.023,-
Waropen,0.000,0.204,0.389,0.346,0.723,1.237,0.054,0.013,0.008,0.027,0.020,0.051,0.031,0.004,0.032,0.003,0.042,0.003,0.075,0.008,0.004,0.015,-,0.000,0.026,0.136,0.095,0.122,0.043,0.046,0.022,0.046,0.019
Supiori,0.000,0.229,0.537,0.510,0.891,0.825,0.040,0.030,0.007,0.123,0.088,0.121,0.000,0.000,0.019,0.006,0.115,0.055,0.277,0.104,0.014,0.001,-,0.003,0.004,0.043,0.038,0.116,0.037,0.442,0.031,0.065,0.002
Mamberamo Raya,0.000,0.514,0.675,0.600,0.572,0.530,0.019,-,0.002,0.007,0.016,0.089,-,0.004,0.044,-,0.018,0.024,0.143,0.202,0.026,-,-,-,0.083,0.008,0.019,0.025,0.009,0.098,-,-,-
Nduga,0.000,0.009,0.008,0.371,0.095,0.371,0.015,0.018,0.001,0.023,0.001,-,-,-,-,-,0.002,0.037,0.078,-,0.000,-,-,-,-,0.000,-,-,0.000,-,-,-,-
Lanny Jaya,0.000,0.003,0.004,1.055,0.017,0.006,0.001,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.002,0.003,0.087,0.002,0.002,-,-,-
Mamberamo Tengah,0.000,-,-,0.056,0.018,0.035,-,-,-,0.012,-,-,-,-,-,-,0.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yalimo,0.000,0.005,0.024,0.126,0.032,0.219,0.014,-,0.001,0.038,0.003,-,-,-,-,-,-,0.023,0.017,-,0.001,-,-,-,-,0.004,-,0.065,0.006,0.086,0.005,-,-
Puncak,0.000,-,0.003,0.458,0.017,1.726,-,-,-,0.007,0.007,-,-,0.000,-,-,-,-,-,-,0.001,-,-,-,-,-,0.010,-,-,-,-,-,-
Dogiyai,0.000,0.002,0.047,0.007,0.069,0.386,-,-,0.000,0.040,0.002,0.002,-,-,0.003,-,0.001,0.001,-,-,0.002,-,-,0.001,-,0.025,0.003,0.105,0.000,0.014,-,0.011,-
Intan Jaya,0.000,-,0.137,0.070,0.138,0.507,0.003,0.000,-,0.017,0.009,0.008,-,-,0.008,-,-,0.000,0.000,0.002,0.006,-,-,-,-,-,0.002,-,-,0.008,-,-,-
Deiyai,0.000,-,0.002,0.011,0.020,0.210,0.004,-,-,0.006,0.002,0.006,-,-,0.006,-,-,-,-,-,0.004,-,-,-,-,-,-,-,-,0.006,-,-,-
Kota Jayapura,0.000,0.407,0.576,0.254,1.256,1.175,0.119,0.082,0.088,0.273,0.124,0.075,0.007,0.077,0.053,0.068,0.262,0.040,0.169,0.027,0.052,0.165,0.073,0.044,0.077,0.279,0.423,0.214,0.098,0.125,0.110,0.182,0.013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"
Untuk satuan komoditas yang dimaksud, dapat dilihat pada kuesioner Survei Sosial Ekonomi Nasional (Susenas) Maret Modul Konsumsi dan Pengeluaran. Silahkan klik link di bawah ini
-Kuesioner Modul VSEN21.KP
-Kuesioner Modul VSEN20.KP
-Kuesioner Modul VSEN19.KP
-Kuesioner Modul VSEN18.KP

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source Url: https://www.bps.go.id/indicator/5/2107/1/rata-rata-konsumsi-perkapita-seminggu-menurut-kelompok-makanan-dan-minuman-jadi-per-kabupaten-kota.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Access Time: November 24, 2023, 8:32 pm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
